,demand_0,demand_1,demand_2,demand_3,demand_4,demand_5,demand_6,demand_7,demand_8,demand_9,setup_0,setup_1,setup_2,setup_3,setup_4,setup_5,setup_6,setup_7,setup_8,setup_9
2478,2.0,4.0,2.0,8.0,1.0,3.0,1.0,2.0,9.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
2479,8.0,9.0,1.0,3.0,3.0,1.0,3.0,6.0,9.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2480,3.0,6.0,6.0,4.0,6.0,6.0,8.0,4.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2481,5.0,5.0,3.0,6.0,2.0,6.0,8.0,7.0,7.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2482,4.0,6.0,6.0,5.0,7.0,6.0,5.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2483,8.0,2.0,5.0,5.0,3.0,6.0,6.0,3.0,4.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
2484,6.0,9.0,1.0,2.0,5.0,1.0,9.0,3.0,5.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2485,9.0,4.0,2.0,4.0,1.0,6.0,2.0,5.0,3.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2486,1.0,9.0,6.0,9.0,3.0,4.0,5.0,5.0,2.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
2487,5.0,7.0,5.0,2.0,9.0,5.0,3.0,1.0,5.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2488,5.0,2.0,2.0,5.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2489,1.0,8.0,4.0,1.0,6.0,6.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2490,5.0,4.0,5.0,7.0,7.0,6.0,5.0,9.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2491,7.0,1.0,2.0,2.0,7.0,6.0,4.0,3.0,3.0,9.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2492,2.0,5.0,5.0,4.0,3.0,8.0,8.0,9.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2493,7.0,4.0,2.0,4.0,8.0,2.0,6.0,3.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2494,3.0,6.0,1.0,4.0,6.0,2.0,7.0,7.0,2.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
2495,1.0,9.0,7.0,4.0,5.0,4.0,4.0,8.0,8.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2496,7.0,2.0,5.0,7.0,8.0,8.0,2.0,2.0,5.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2497,7.0,5.0,3.0,7.0,3.0,2.0,9.0,5.0,9.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2498,4.0,1.0,3.0,5.0,8.0,6.0,1.0,1.0,5.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2499,4.0,7.0,5.0,4.0,6.0,9.0,3.0,1.0,8.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2500,5.0,4.0,1.0,5.0,9.0,3.0,5.0,3.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
2501,8.0,9.0,8.0,9.0,6.0,6.0,3.0,8.0,9.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2502,6.0,8.0,5.0,4.0,5.0,7.0,4.0,5.0,4.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2503,2.0,5.0,2.0,5.0,2.0,9.0,8.0,2.0,2.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
2504,5.0,4.0,2.0,1.0,9.0,8.0,5.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2505,9.0,4.0,5.0,7.0,7.0,9.0,7.0,6.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2506,3.0,4.0,6.0,6.0,4.0,5.0,5.0,3.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2507,7.0,6.0,8.0,6.0,4.0,9.0,3.0,5.0,8.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
2508,6.0,8.0,5.0,7.0,8.0,4.0,5.0,9.0,9.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2509,7.0,5.0,2.0,3.0,8.0,3.0,6.0,5.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
2510,2.0,1.0,8.0,4.0,3.0,3.0,3.0,4.0,7.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
2511,8.0,2.0,9.0,4.0,7.0,7.0,2.0,9.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2512,6.0,8.0,3.0,6.0,7.0,1.0,7.0,4.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
2513,6.0,7.0,2.0,9.0,6.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2514,1.0,9.0,9.0,9.0,1.0,2.0,8.0,2.0,2.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2515,2.0,9.0,4.0,9.0,1.0,6.0,6.0,4.0,3.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
2516,6.0,6.0,1.0,8.0,5.0,3.0,7.0,1.0,9.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
2517,5.0,2.0,8.0,3.0,9.0,8.0,1.0,9.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2518,8.0,4.0,3.0,1.0,9.0,6.0,3.0,5.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2519,8.0,5.0,8.0,5.0,7.0,3.0,4.0,4.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
2520,8.0,2.0,7.0,1.0,7.0,5.0,4.0,9.0,9.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2521,5.0,1.0,5.0,2.0,1.0,6.0,8.0,2.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
2522,4.0,1.0,3.0,1.0,4.0,7.0,9.0,7.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2523,5.0,1.0,4.0,5.0,2.0,3.0,6.0,6.0,9.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2524,7.0,2.0,2.0,7.0,6.0,1.0,3.0,3.0,7.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2525,2.0,8.0,2.0,4.0,1.0,5.0,2.0,3.0,2.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2526,9.0,1.0,5.0,2.0,8.0,6.0,9.0,8.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2527,5.0,9.0,8.0,9.0,9.0,9.0,8.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2528,3.0,1.0,6.0,8.0,8.0,4.0,9.0,9.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2529,1.0,1.0,1.0,2.0,5.0,6.0,8.0,4.0,7.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
2530,7.0,5.0,8.0,1.0,8.0,2.0,6.0,9.0,8.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2531,4.0,2.0,3.0,4.0,8.0,7.0,8.0,5.0,7.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2532,6.0,1.0,2.0,5.0,8.0,6.0,1.0,8.0,1.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
2533,4.0,8.0,1.0,8.0,8.0,1.0,9.0,1.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2534,4.0,9.0,5.0,2.0,3.0,8.0,8.0,8.0,9.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2535,1.0,5.0,1.0,7.0,9.0,4.0,6.0,8.0,5.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2536,1.0,2.0,2.0,2.0,8.0,9.0,5.0,3.0,6.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
2537,1.0,8.0,8.0,2.0,1.0,9.0,4.0,3.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
2538,3.0,7.0,3.0,4.0,9.0,5.0,7.0,2.0,2.0,9.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2539,2.0,5.0,6.0,5.0,5.0,4.0,2.0,1.0,7.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
2540,1.0,7.0,1.0,6.0,9.0,8.0,5.0,1.0,2.0,8.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2541,7.0,7.0,5.0,3.0,6.0,8.0,8.0,7.0,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
2542,3.0,9.0,5.0,2.0,8.0,4.0,3.0,4.0,7.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2543,7.0,6.0,7.0,6.0,7.0,7.0,5.0,4.0,8.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
2544,7.0,7.0,1.0,6.0,7.0,8.0,3.0,1.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
2545,3.0,2.0,8.0,1.0,8.0,6.0,6.0,8.0,3.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
2546,4.0,3.0,3.0,7.0,6.0,7.0,5.0,4.0,5.0,9.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
2547,5.0,3.0,6.0,8.0,6.0,1.0,1.0,8.0,8.0,9.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2548,7.0,2.0,5.0,7.0,6.0,3.0,9.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2549,9.0,8.0,3.0,2.0,6.0,5.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2550,9.0,8.0,4.0,8.0,3.0,7.0,5.0,6.0,5.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2551,8.0,9.0,9.0,9.0,7.0,3.0,7.0,3.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
2552,8.0,9.0,5.0,7.0,5.0,2.0,8.0,5.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
2553,7.0,1.0,6.0,4.0,3.0,1.0,9.0,7.0,7.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
2554,4.0,5.0,5.0,4.0,3.0,5.0,2.0,3.0,4.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2555,1.0,6.0,2.0,8.0,1.0,5.0,5.0,7.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2556,5.0,2.0,3.0,5.0,3.0,8.0,6.0,9.0,3.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
2557,5.0,2.0,1.0,1.0,7.0,4.0,7.0,5.0,6.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
2558,4.0,6.0,9.0,3.0,7.0,5.0,8.0,5.0,1.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
2559,6.0,4.0,9.0,2.0,9.0,6.0,6.0,5.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
2560,6.0,9.0,7.0,2.0,1.0,8.0,8.0,5.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
2561,3.0,7.0,3.0,5.0,4.0,4.0,8.0,8.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2562,5.0,3.0,1.0,5.0,9.0,5.0,2.0,8.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2563,9.0,7.0,8.0,3.0,5.0,5.0,5.0,3.0,8.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2564,4.0,2.0,8.0,4.0,3.0,9.0,7.0,5.0,3.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
2565,2.0,1.0,4.0,3.0,6.0,9.0,3.0,7.0,6.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2566,1.0,1.0,3.0,8.0,2.0,1.0,9.0,8.0,8.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2567,8.0,1.0,5.0,3.0,4.0,5.0,3.0,3.0,8.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2568,3.0,2.0,8.0,6.0,9.0,6.0,8.0,8.0,2.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2569,2.0,6.0,4.0,3.0,7.0,9.0,5.0,5.0,2.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
2570,4.0,4.0,9.0,3.0,1.0,7.0,6.0,8.0,7.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2571,7.0,3.0,6.0,7.0,5.0,5.0,8.0,8.0,8.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2572,8.0,8.0,7.0,5.0,5.0,2.0,9.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
2573,4.0,8.0,3.0,4.0,1.0,5.0,4.0,3.0,2.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2574,1.0,4.0,1.0,9.0,7.0,2.0,7.0,6.0,1.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
2575,8.0,5.0,8.0,8.0,9.0,6.0,4.0,5.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2576,5.0,3.0,6.0,1.0,6.0,3.0,2.0,3.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2577,9.0,6.0,1.0,2.0,8.0,5.0,6.0,1.0,1.0,9.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
2578,9.0,3.0,8.0,2.0,1.0,1.0,3.0,5.0,3.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2579,4.0,1.0,5.0,3.0,6.0,7.0,6.0,5.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
2580,3.0,2.0,7.0,4.0,9.0,2.0,3.0,9.0,9.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
2581,6.0,9.0,1.0,8.0,6.0,7.0,6.0,5.0,7.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2582,7.0,2.0,1.0,4.0,3.0,5.0,5.0,7.0,7.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2583,1.0,5.0,1.0,1.0,3.0,4.0,1.0,2.0,3.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2584,3.0,4.0,9.0,9.0,4.0,2.0,9.0,1.0,4.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
2585,6.0,2.0,9.0,6.0,9.0,5.0,2.0,9.0,4.0,6.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
2586,3.0,2.0,7.0,1.0,9.0,5.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2587,9.0,1.0,5.0,7.0,3.0,7.0,9.0,2.0,8.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
2588,2.0,9.0,5.0,4.0,1.0,5.0,6.0,5.0,7.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2589,8.0,3.0,5.0,4.0,3.0,5.0,7.0,7.0,8.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2590,8.0,5.0,9.0,3.0,8.0,2.0,8.0,2.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2591,3.0,9.0,4.0,3.0,9.0,2.0,7.0,3.0,7.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
2592,4.0,2.0,7.0,5.0,4.0,1.0,4.0,6.0,1.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
2593,7.0,1.0,9.0,7.0,2.0,2.0,8.0,2.0,4.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
2594,2.0,3.0,4.0,4.0,5.0,6.0,3.0,1.0,7.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
2595,9.0,6.0,8.0,9.0,8.0,9.0,6.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
2596,1.0,8.0,2.0,1.0,4.0,3.0,8.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2597,8.0,4.0,5.0,8.0,8.0,9.0,6.0,9.0,6.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2598,7.0,4.0,7.0,6.0,9.0,5.0,8.0,3.0,4.0,8.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
2599,8.0,4.0,8.0,9.0,7.0,5.0,4.0,1.0,8.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
2600,2.0,9.0,7.0,6.0,9.0,1.0,9.0,8.0,7.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
2601,1.0,3.0,4.0,9.0,8.0,6.0,2.0,8.0,8.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2602,2.0,2.0,4.0,9.0,7.0,1.0,5.0,2.0,5.0,7.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
2603,8.0,6.0,5.0,7.0,1.0,4.0,7.0,8.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
2604,9.0,2.0,7.0,2.0,9.0,6.0,3.0,8.0,9.0,6.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
2605,2.0,2.0,6.0,4.0,2.0,3.0,3.0,7.0,8.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
2606,9.0,2.0,7.0,4.0,2.0,2.0,2.0,2.0,7.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
2607,7.0,5.0,8.0,2.0,2.0,4.0,8.0,7.0,9.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
2608,4.0,1.0,8.0,2.0,8.0,1.0,9.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2609,9.0,9.0,2.0,1.0,8.0,8.0,5.0,2.0,9.0,7.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
2610,8.0,8.0,8.0,2.0,8.0,2.0,4.0,1.0,9.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2611,8.0,7.0,7.0,1.0,4.0,7.0,6.0,5.0,7.0,9.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2612,5.0,6.0,3.0,8.0,4.0,7.0,7.0,3.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2613,5.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,9.0,8.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
2614,8.0,6.0,6.0,4.0,1.0,5.0,5.0,5.0,9.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2615,4.0,9.0,8.0,5.0,9.0,3.0,7.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
2616,1.0,6.0,4.0,9.0,1.0,6.0,7.0,6.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
2617,8.0,2.0,2.0,9.0,8.0,7.0,6.0,9.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2618,2.0,8.0,9.0,7.0,4.0,3.0,9.0,4.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2619,3.0,3.0,2.0,2.0,5.0,6.0,4.0,7.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2620,6.0,7.0,3.0,3.0,3.0,7.0,3.0,6.0,7.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
2621,7.0,8.0,2.0,7.0,2.0,9.0,8.0,7.0,7.0,9.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
2622,6.0,4.0,1.0,6.0,3.0,7.0,1.0,7.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2623,4.0,4.0,3.0,5.0,1.0,1.0,2.0,8.0,7.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
2624,8.0,1.0,5.0,8.0,9.0,6.0,5.0,3.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
2625,3.0,7.0,2.0,3.0,7.0,6.0,5.0,9.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2626,1.0,7.0,2.0,9.0,9.0,6.0,8.0,3.0,8.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
2627,3.0,6.0,2.0,3.0,9.0,1.0,7.0,4.0,9.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2628,9.0,2.0,4.0,2.0,3.0,4.0,8.0,8.0,8.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2629,5.0,9.0,6.0,6.0,7.0,6.0,5.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
2630,3.0,3.0,4.0,6.0,5.0,7.0,8.0,5.0,2.0,8.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2631,6.0,7.0,9.0,6.0,5.0,7.0,7.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
2632,7.0,3.0,5.0,7.0,3.0,3.0,3.0,5.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2633,1.0,9.0,7.0,1.0,5.0,2.0,5.0,2.0,8.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2634,1.0,4.0,6.0,6.0,7.0,2.0,7.0,2.0,7.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
2635,9.0,1.0,4.0,6.0,4.0,2.0,4.0,8.0,7.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2636,3.0,6.0,9.0,7.0,3.0,4.0,4.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
2637,8.0,4.0,7.0,1.0,4.0,2.0,7.0,8.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2638,5.0,2.0,6.0,2.0,9.0,7.0,8.0,3.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2639,2.0,5.0,6.0,7.0,2.0,2.0,2.0,4.0,1.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2640,3.0,8.0,8.0,5.0,4.0,4.0,9.0,8.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
2641,2.0,8.0,3.0,4.0,3.0,9.0,9.0,4.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
2642,9.0,4.0,1.0,3.0,8.0,1.0,6.0,9.0,7.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
2643,6.0,2.0,4.0,6.0,3.0,9.0,1.0,6.0,4.0,9.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2644,2.0,1.0,8.0,9.0,6.0,8.0,3.0,3.0,6.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
